A,B,Pretty Formula,predicted_structure,probability,Parent formula,parent_structure,In DB?,Experimental CN,Predicted CN,Validation
Nb2+,S2-,NbS,"Nb2+ S2-
1.0
4.261457 0.0 0.0
0.0 4.261457 0.0
0.0 0.0 4.261457
Nb S
3 3
Cartesian
2.1307285 0.0 2.1307285 Nb2+
2.1307285 2.1307285 0.0 Nb2+
0.0 2.1307285 2.1307285 Nb2+
0.0 2.1307285 0.0 S2-
0.0 0.0 2.1307285 S2-
2.1307285 0.0 0.0 S2-
",0.008026915217539591,NbO,"Nb2+ O2-
1.0
4.261457 0.0 0.0
0.0 4.261457 0.0
0.0 0.0 4.261457
Nb O
3 3
Cartesian
2.1307285 0.0 2.1307285 Nb2+
2.1307285 2.1307285 0.0 Nb2+
0.0 2.1307285 2.1307285 Nb2+
0.0 2.1307285 0.0 O2-
0.0 0.0 2.1307285 O2-
2.1307285 0.0 0.0 O2-
",Yes,6,4,Incorrect
Nb3+,As3-,NbAs,"As3- Nb3+
1.0
3.386298 0.0 0.0
0.0 6.047021 0.0
0.0 0.0 6.449676
As Nb
4 4
Cartesian
0.8465745 4.159491771018 0.43998399736800003 As3-
2.5397235 1.8875292289819998 6.009692002632 As3-
0.8465745 1.135981271018 2.784854002632 As3-
2.5397235 4.911039728982 3.664821997368 As3-
0.8465745 3.105229941794 4.411984713588 Nb3+
2.5397235 2.941791058206 2.037691286412 Nb3+
0.8465745 0.081719441794 5.262529286412001 Nb3+
2.5397235 5.965301558206 1.187146713588 Nb3+
",0.007985209704631142,MoAs,"As3- Mo3+
1.0
3.386298 0.0 0.0
0.0 6.047021 0.0
0.0 0.0 6.449676
As Mo
4 4
Cartesian
0.8465745 4.159491771018 0.43998399736800003 As3-
2.5397235 1.8875292289819998 6.009692002632 As3-
0.8465745 1.135981271018 2.784854002632 As3-
2.5397235 4.911039728982 3.664821997368 As3-
0.8465745 3.105229941794 4.411984713588 Mo3+
2.5397235 2.941791058206 2.037691286412 Mo3+
0.8465745 0.081719441794 5.262529286412001 Mo3+
2.5397235 5.965301558206 1.187146713588 Mo3+
",Yes,6,6,Correct
Mo4+,C4-,MoC,"C4- Mo4+
1.0
0.0 2.253085 2.253085
2.253085 0.0 2.253085
2.253085 2.253085 0.0
C Mo
1 1
Cartesian
2.253085 2.253085 2.253085 C4-
0.0 0.0 0.0 Mo4+
",0.008119539896215786,NbC,"C4- Nb4+
1.0
0.0 2.253085 2.253085
2.253085 0.0 2.253085
2.253085 2.253085 0.0
C Nb
1 1
Cartesian
2.253085 2.253085 2.253085 C4-
0.0 0.0 0.0 Nb4+
",Yes,6,6,Correct
Mo3+,N3-,MoN,"Mo3+ N3-
1.0
1.488096 -2.577458 0.0
1.488096 2.577458 0.0
0.0 0.0 2.898656
Mo N
1 1
Cartesian
1.488096 0.859154384972 0.0 Mo3+
0.0 0.0 1.449328 N3-
",0.008119539896215786,NbN,"N3- Nb3+
1.0
1.488096 -2.577458 0.0
1.488096 2.577458 0.0
0.0 0.0 2.898656
N Nb
1 1
Cartesian
0.0 0.0 1.449328 N3-
1.488096 0.859154384972 0.0 Nb3+
",Yes,6,6,Correct
Mo3+,P3-,MoP,"Mo3+ P3-
1.0
-1.678219 1.678219 5.718225
1.678219 -1.678219 5.718225
1.678219 1.678219 -5.718225
Mo P
2 2
Cartesian
-2.908007061819268e-19 2.908007061819268e-19 8.57645689335 Mo3+
1.678219 0.0 5.71734439335 Mo3+
1.2635579487607628e-17 -1.2635579487607628e-17 1.9149992431500003 P3-
-1.1102230246251565e-16 1.678219 4.77411174315 P3-
",0.008119539896215786,NbP,"Nb3+ P3-
1.0
-1.678219 1.678219 5.718225
1.678219 -1.678219 5.718225
1.678219 1.678219 -5.718225
Nb P
2 2
Cartesian
-2.908007061819268e-19 2.908007061819268e-19 8.57645689335 Nb3+
1.678219 0.0 5.71734439335 Nb3+
1.2635579487607628e-17 -1.2635579487607628e-17 1.9149992431500003 P3-
-1.1102230246251565e-16 1.678219 4.77411174315 P3-
",Yes,6,6,Correct
Mo3+,As3-,MoAs,"As3- Mo3+
1.0
-1.742339 1.742339 5.880745
1.742339 -1.742339 5.880745
1.742339 1.742339 -5.880745
As Mo
2 2
Cartesian
-1.3269674827398603e-17 1.3269674827398603e-17 1.97189612893 As3-
1.1102230246251565e-16 1.7423389999999999 4.912268628930001 As3-
-1.0482958843027746e-16 1.0482958843027746e-16 8.81339020107 Mo3+
1.742339 0.0 5.873017701069999 Mo3+
",0.008119539896215786,NbAs,"As3- Nb3+
1.0
-1.742339 1.742339 5.880745
1.742339 -1.742339 5.880745
1.742339 1.742339 -5.880745
As Nb
2 2
Cartesian
-1.3269674827398603e-17 1.3269674827398603e-17 1.97189612893 As3-
1.1102230246251565e-16 1.7423389999999999 4.912268628930001 As3-
-1.0482958843027746e-16 1.0482958843027746e-16 8.81339020107 Nb3+
1.742339 0.0 5.873017701069999 Nb3+
",Yes,8,6,Incorrect
Ru4+,C4-,RuC,"C4- Ru4+
1.0
0.0 2.300725 2.300725
2.300725 0.0 2.300725
2.300726 2.300725 0.0
C Ru
1 1
Cartesian
1.15036275 1.1503625 1.1503625 C4-
0.0 0.0 0.0 Ru4+
",0.008069007946480869,RhC,"C4- Rh4+
1.0
0.0 2.300725 2.300725
2.300725 0.0 2.300725
2.300726 2.300725 0.0
C Rh
1 1
Cartesian
1.15036275 1.1503625 1.1503625 C4-
0.0 0.0 0.0 Rh4+
",Yes,4,4,Correct
Ru3+,N3-,RuN,"N3- Ru3+
1.0
0.0 2.310869 2.310869
2.310869 0.0 2.310869
2.310869 2.310869 0.0
N Ru
1 1
Cartesian
1.1554345 1.1554345 1.1554345 N3-
0.0 0.0 0.0 Ru3+
",0.008069007946480869,RhN,"N3- Rh3+
1.0
0.0 2.310869 2.310869
2.310869 0.0 2.310869
2.310869 2.310869 0.0
N Rh
1 1
Cartesian
1.1554345 1.1554345 1.1554345 N3-
0.0 0.0 0.0 Rh3+
",Yes,4,4,Correct
Rh4+,C4-,RhC,"C4- Rh4+
1.0
6.336574 -1.392756 0.0
6.336574 1.392756 0.0
6.030451 0.0 2.392821
C Rh
2 2
Cartesian
0.694352409276 7.808859336932697e-21 0.088831086804 C4-
18.009246590724 5.0304084680874434e-17 2.3039899131959998 C4-
4.282132880253 1.878617833028784e-17 0.5478291894870001 Rh4+
14.421466119747 9.223612413222781e-17 1.844991810513 Rh4+
",0.008070779764690806,RuC,"C4- Ru4+
1.0
6.336574 -1.392756 0.0
6.336574 1.392756 0.0
6.030451 0.0 2.392821
C Ru
2 2
Cartesian
0.694352409276 7.808859336932697e-21 0.088831086804 C4-
18.009246590724 5.0304084680874434e-17 2.3039899131959998 C4-
4.282132880253 1.878617833028784e-17 0.5478291894870001 Ru4+
14.421466119747 9.223612413222781e-17 1.844991810513 Ru4+
",Yes,4,4,Correct
Rh3+,N3-,RhN,"N3- Rh3+
1.0
0.0 2.282137 2.282137
2.282137 0.0 2.282137
2.282137 2.282137 0.0
N Rh
1 1
Cartesian
1.1410685 1.1410685 1.1410685 N3-
0.0 0.0 0.0 Rh3+
",0.008070779764690806,RuN,"N3- Ru3+
1.0
0.0 2.282137 2.282137
2.282137 0.0 2.282137
2.282137 2.282137 0.0
N Ru
1 1
Cartesian
1.1410685 1.1410685 1.1410685 N3-
0.0 0.0 0.0 Ru3+
",Yes,4,4,Correct
Pd2+,C2-,PdC,"C2- Pd2+
1.0
6.524357 0.0 0.0
0.0 6.524357 0.0
0.0 0.0 6.68766
C Pd
8 8
Cartesian
1.2621172885790002 2.005091490668 5.16483300438 C2-
4.5192655093319996 1.2621172885790002 1.82100300438 C2-
2.005091490668 5.2622397114209996 1.82100300438 C2-
5.2622397114209996 4.5192655093319996 5.16483300438 C2-
5.2622397114209996 4.5192655093319996 1.52282699562 C2-
2.005091490668 5.2622397114209996 4.86665699562 C2-
4.5192655093319996 1.2621172885790002 4.86665699562 C2-
1.2621172885790002 2.005091490668 1.52282699562 C2-
3.4596903594610002 4.843897940581 0.0 Pd2+
1.680459059419 3.4596903594610002 3.34383 Pd2+
4.843897940581 3.064666640539 3.34383 Pd2+
3.064666640539 1.680459059419 0.0 Pd2+
0.0 0.0 5.015745 Pd2+
0.0 0.0 1.671915 Pd2+
3.2621785 0.0 3.34383 Pd2+
0.0 3.2621785 0.0 Pd2+
",0.005454817519438362,PdS,"Pd2+ S2-
1.0
6.524357 0.0 0.0
0.0 6.524357 0.0
0.0 0.0 6.68766
Pd S
8 8
Cartesian
3.4596903594610002 4.843897940581 0.0 Pd2+
1.680459059419 3.4596903594610002 3.34383 Pd2+
4.843897940581 3.064666640539 3.34383 Pd2+
3.064666640539 1.680459059419 0.0 Pd2+
0.0 0.0 5.015745 Pd2+
0.0 0.0 1.671915 Pd2+
3.2621785 0.0 3.34383 Pd2+
0.0 3.2621785 0.0 Pd2+
1.2621172885790002 2.005091490668 5.16483300438 S2-
4.5192655093319996 1.2621172885790002 1.82100300438 S2-
2.005091490668 5.2622397114209996 1.82100300438 S2-
5.2622397114209996 4.5192655093319996 5.16483300438 S2-
5.2622397114209996 4.5192655093319996 1.52282699562 S2-
2.005091490668 5.2622397114209996 4.86665699562 S2-
4.5192655093319996 1.2621172885790002 4.86665699562 S2-
1.2621172885790002 2.005091490668 1.52282699562 S2-
",Yes,4,4,Correct
Pd2+,O2-,PdO,"O2- Pd2+
1.0
6.524357 0.0 0.0
0.0 6.524357 0.0
0.0 0.0 6.68766
O Pd
8 8
Cartesian
1.2621172885790002 2.005091490668 5.16483300438 O2-
4.5192655093319996 1.2621172885790002 1.82100300438 O2-
2.005091490668 5.2622397114209996 1.82100300438 O2-
5.2622397114209996 4.5192655093319996 5.16483300438 O2-
5.2622397114209996 4.5192655093319996 1.52282699562 O2-
2.005091490668 5.2622397114209996 4.86665699562 O2-
4.5192655093319996 1.2621172885790002 4.86665699562 O2-
1.2621172885790002 2.005091490668 1.52282699562 O2-
3.4596903594610002 4.843897940581 0.0 Pd2+
1.680459059419 3.4596903594610002 3.34383 Pd2+
4.843897940581 3.064666640539 3.34383 Pd2+
3.064666640539 1.680459059419 0.0 Pd2+
0.0 0.0 5.015745 Pd2+
0.0 0.0 1.671915 Pd2+
3.2621785 0.0 3.34383 Pd2+
0.0 3.2621785 0.0 Pd2+
",0.008103711303712163,PdS,"Pd2+ S2-
1.0
6.524357 0.0 0.0
0.0 6.524357 0.0
0.0 0.0 6.68766
Pd S
8 8
Cartesian
3.4596903594610002 4.843897940581 0.0 Pd2+
1.680459059419 3.4596903594610002 3.34383 Pd2+
4.843897940581 3.064666640539 3.34383 Pd2+
3.064666640539 1.680459059419 0.0 Pd2+
0.0 0.0 5.015745 Pd2+
0.0 0.0 1.671915 Pd2+
3.2621785 0.0 3.34383 Pd2+
0.0 3.2621785 0.0 Pd2+
1.2621172885790002 2.005091490668 5.16483300438 S2-
4.5192655093319996 1.2621172885790002 1.82100300438 S2-
2.005091490668 5.2622397114209996 1.82100300438 S2-
5.2622397114209996 4.5192655093319996 5.16483300438 S2-
5.2622397114209996 4.5192655093319996 1.52282699562 S2-
2.005091490668 5.2622397114209996 4.86665699562 S2-
4.5192655093319996 1.2621172885790002 4.86665699562 S2-
1.2621172885790002 2.005091490668 1.52282699562 S2-
",Yes,4,4,Correct
Pd2+,S2-,PdS,"Pd2+ S2-
1.0
3.095951 0.0 0.0
0.0 3.095951 0.0
0.0 0.0 5.442299
Pd S
2 2
Cartesian
0.0 1.5479755 2.7211495 Pd2+
1.5479755 0.0 0.0 Pd2+
0.0 0.0 4.081724250000001 S2-
0.0 0.0 1.36057475 S2-
",0.008026915217539591,PdO,"O2- Pd2+
1.0
3.095951 0.0 0.0
0.0 3.095951 0.0
0.0 0.0 5.442299
O Pd
2 2
Cartesian
0.0 0.0 4.081724250000001 O2-
0.0 0.0 1.36057475 O2-
0.0 1.5479755 2.7211495 Pd2+
1.5479755 0.0 0.0 Pd2+
",Yes,4,4,Correct
Pd2+,Se2-,PdSe,"Pd2+ Se2-
1.0
3.095951 0.0 0.0
0.0 3.095951 0.0
0.0 0.0 5.442299
Pd Se
2 2
Cartesian
0.0 1.5479755 2.7211495 Pd2+
1.5479755 0.0 0.0 Pd2+
0.0 0.0 4.081724250000001 Se2-
0.0 0.0 1.36057475 Se2-
",0.007037398363167306,PdO,"O2- Pd2+
1.0
3.095951 0.0 0.0
0.0 3.095951 0.0
0.0 0.0 5.442299
O Pd
2 2
Cartesian
0.0 0.0 4.081724250000001 O2-
0.0 0.0 1.36057475 O2-
0.0 1.5479755 2.7211495 Pd2+
1.5479755 0.0 0.0 Pd2+
",Yes,4,4,Correct
Ag1+,C1-,AgC,"Ag1+ C1-
1.0
0.0 2.30808 2.30808
2.30808 0.0 2.30808
2.30808 2.30808 0.0
Ag C
1 1
Cartesian
0.0 0.0 0.0 Ag1+
2.30808 2.30808 2.30808 C1-
",0.0062522352026483504,AgN,"Ag1+ N1-
1.0
0.0 2.30808 2.30808
2.30808 0.0 2.30808
2.30808 2.30808 0.0
Ag N
1 1
Cartesian
0.0 0.0 0.0 Ag1+
2.30808 2.30808 2.30808 N1-
",Yes,6,6,Correct
Ag1+,N1-,AgN,"Ag1+ N1-
1.0
0.0 2.215567 2.215567
2.215567 0.0 2.215567
2.215567 2.215567 0.0
Ag N
1 1
Cartesian
0.0 0.0 0.0 Ag1+
1.1077835 1.1077835 1.1077835 N1-
",0.00804882076272515,CuN,"Cu1+ N1-
1.0
0.0 2.215567 2.215567
2.215567 0.0 2.215567
2.215567 2.215567 0.0
Cu N
1 1
Cartesian
0.0 0.0 0.0 Cu1+
1.1077835 1.1077835 1.1077835 N1-
",Yes,6,4,Incorrect
Ag1+,O1-,AgO,"Ag1+ O1-
1.0
0.0 2.514648 2.514648
2.514648 0.0 2.514648
2.514648 2.514648 0.0
Ag O
1 1
Cartesian
0.0 0.0 0.0 Ag1+
2.514648 2.514648 2.514648 O1-
",0.008473010589925264,AgF,"Ag1+ F1-
1.0
0.0 2.514648 2.514648
2.514648 0.0 2.514648
2.514648 2.514648 0.0
Ag F
1 1
Cartesian
0.0 0.0 0.0 Ag1+
2.514648 2.514648 2.514648 F1-
",Yes,4,6,Incorrect
Ag1+,F1-,AgF,"Ag1+ F1-
1.0
0.0 2.811198 2.811198
2.811198 0.0 2.811198
2.811198 2.811198 0.0
Ag F
1 1
Cartesian
0.0 0.0 0.0 Ag1+
2.811198 2.811198 2.811198 F1-
",0.008475474894223078,AgCl,"Ag1+ Cl1-
1.0
0.0 2.811198 2.811198
2.811198 0.0 2.811198
2.811198 2.811198 0.0
Ag Cl
1 1
Cartesian
0.0 0.0 0.0 Ag1+
2.811198 2.811198 2.811198 Cl1-
",Yes,6,0,Incorrect
Ag1+,Cl1-,AgCl,"Ag1+ Cl1-
1.0
0.0 2.514648 2.514648
2.514648 0.0 2.514648
2.514648 2.514648 0.0
Ag Cl
1 1
Cartesian
0.0 0.0 0.0 Ag1+
2.514648 2.514648 2.514648 Cl1-
",0.00836452193810708,AgF,"Ag1+ F1-
1.0
0.0 2.514648 2.514648
2.514648 0.0 2.514648
2.514648 2.514648 0.0
Ag F
1 1
Cartesian
0.0 0.0 0.0 Ag1+
2.514648 2.514648 2.514648 F1-
",Yes,6,6,Correct
Ag1+,Br1-,AgBr,"Ag1+ Br1-
1.0
0.0 3.320466 3.320466
3.320466 0.0 3.320466
3.320466 3.320466 0.0
Ag Br
1 1
Cartesian
0.0 0.0 0.0 Ag1+
4.980699 4.980699 4.980699 Br1-
",0.008673554354149033,AgI,"Ag1+ I1-
1.0
0.0 3.320466 3.320466
3.320466 0.0 3.320466
3.320466 3.320466 0.0
Ag I
1 1
Cartesian
0.0 0.0 0.0 Ag1+
4.980699 4.980699 4.980699 I1-
",Yes,6,4,Incorrect
Ag1+,I1-,AgI,"Ag1+ I1-
1.0
0.0 2.925814 2.925814
2.925814 0.0 2.925814
2.925814 2.925814 0.0
Ag I
1 1
Cartesian
0.0 0.0 0.0 Ag1+
2.925814 2.925814 2.925814 I1-
",0.008293235968475152,AgBr,"Ag1+ Br1-
1.0
0.0 2.925814 2.925814
2.925814 0.0 2.925814
2.925814 2.925814 0.0
Ag Br
1 1
Cartesian
0.0 0.0 0.0 Ag1+
2.925814 2.925814 2.925814 Br1-
",Yes,4,6,Incorrect
Cd2+,C2-,CdC,"C2- Cd2+
1.0
2.103268 -3.642966 0.0
2.103268 3.642966 0.0
0.0 0.0 6.842929
C Cd
2 2
Cartesian
2.103268 -1.2143244286440003 6.000174393147 C2-
2.103268 1.2143244286440003 2.578709893147 C2-
2.103268 -1.2143244286440003 3.4225388398529994 Cd2+
2.103268 1.2143244286440003 0.001074339853 Cd2+
",0.005454817519438362,CdS,"Cd2+ S2-
1.0
2.103268 -3.642966 0.0
2.103268 3.642966 0.0
0.0 0.0 6.842929
Cd S
2 2
Cartesian
2.103268 -1.2143244286440003 3.4225388398529994 Cd2+
2.103268 1.2143244286440003 0.001074339853 Cd2+
2.103268 -1.2143244286440003 6.000174393147 S2-
2.103268 1.2143244286440003 2.578709893147 S2-
",Yes,6,4,Incorrect
Cd2+,O2-,CdO,"Cd2+ O2-
1.0
2.103268 -3.642966 0.0
2.103268 3.642966 0.0
0.0 0.0 6.842929
Cd O
2 2
Cartesian
2.103268 -1.2143244286440003 3.4225388398529994 Cd2+
2.103268 1.2143244286440003 0.001074339853 Cd2+
2.103268 -1.2143244286440003 6.000174393147 O2-
2.103268 1.2143244286440003 2.578709893147 O2-
",0.008103711303712163,CdS,"Cd2+ S2-
1.0
2.103268 -3.642966 0.0
2.103268 3.642966 0.0
0.0 0.0 6.842929
Cd S
2 2
Cartesian
2.103268 -1.2143244286440003 3.4225388398529994 Cd2+
2.103268 1.2143244286440003 0.001074339853 Cd2+
2.103268 -1.2143244286440003 6.000174393147 S2-
2.103268 1.2143244286440003 2.578709893147 S2-
",Yes,6,4,Incorrect
Cd2+,S2-,CdS,"Cd2+ S2-
1.0
0.0 2.39185 2.39185
2.39185 0.0 2.39185
2.39185 2.39185 0.0
Cd S
1 1
Cartesian
0.0 0.0 0.0 Cd2+
2.39185 2.39185 2.39185 S2-
",0.008026915217539591,CdO,"Cd2+ O2-
1.0
0.0 2.39185 2.39185
2.39185 0.0 2.39185
2.39185 2.39185 0.0
Cd O
1 1
Cartesian
0.0 0.0 0.0 Cd2+
2.39185 2.39185 2.39185 O2-
",Yes,4,6,Incorrect
Cd2+,Se2-,CdSe,"Cd2+ Se2-
1.0
0.0 2.87117 2.87117
2.87117 0.0 2.87117
2.87117 2.87117 0.0
Cd Se
1 1
Cartesian
0.0 0.0 0.0 Cd2+
1.435585 1.435585 1.435585 Se2-
",0.007893127727291565,ZnSe,"Se2- Zn2+
1.0
0.0 2.87117 2.87117
2.87117 0.0 2.87117
2.87117 2.87117 0.0
Se Zn
1 1
Cartesian
1.435585 1.435585 1.435585 Se2-
0.0 0.0 0.0 Zn2+
",Yes,4,4,Correct
Cd2+,Te2-,CdTe,"Cd2+ Te2-
1.0
0.0 3.092413 3.092413
3.092413 0.0 3.092413
3.092413 3.092413 0.0
Cd Te
1 1
Cartesian
0.0 0.0 0.0 Cd2+
4.6386195 4.6386195 4.6386195 Te2-
",0.007893127727291565,ZnTe,"Te2- Zn2+
1.0
0.0 3.092413 3.092413
3.092413 0.0 3.092413
3.092413 3.092413 0.0
Te Zn
1 1
Cartesian
4.6386195 4.6386195 4.6386195 Te2-
0.0 0.0 0.0 Zn2+
",Yes,4,4,Correct
In3+,N3-,InN,"In3+ N3-
1.0
1.608145 -2.785389 0.0
1.608145 2.785389 0.0
0.0 0.0 5.239962
In N
2 2
Cartesian
1.608145 -0.928464856926 2.61536983344 In3+
1.608145 0.9284648569260001 5.23535083344 In3+
1.608145 -0.928464856926 4.589577916560001 N3-
1.608145 0.9284648569260001 1.96959691656 N3-
",0.008060497128918187,GaN,"Ga3+ N3-
1.0
1.608145 -2.785389 0.0
1.608145 2.785389 0.0
0.0 0.0 5.239962
Ga N
2 2
Cartesian
1.608145 -0.928464856926 2.61536983344 Ga3+
1.608145 0.9284648569260001 5.23535083344 Ga3+
1.608145 -0.928464856926 4.589577916560001 N3-
1.608145 0.9284648569260001 1.96959691656 N3-
",Yes,4,4,Correct
In3+,P3-,InP,"In3+ P3-
1.0
0.0 2.75315 2.75315
2.75315 0.0 2.75315
2.75315 2.75315 0.0
In P
1 1
Cartesian
0.0 0.0 0.0 In3+
4.1297250000000005 4.1297250000000005 4.1297250000000005 P3-
",0.008060497128918187,GaP,"Ga3+ P3-
1.0
0.0 2.75315 2.75315
2.75315 0.0 2.75315
2.75315 2.75315 0.0
Ga P
1 1
Cartesian
0.0 0.0 0.0 Ga3+
4.1297250000000005 4.1297250000000005 4.1297250000000005 P3-
",Yes,4,4,Correct
In2+,S2-,InS,"In2+ S2-
1.0
4.023972 0.0 0.0
0.0 4.442511 0.0
0.0 0.0 11.432652
In S
4 4
Cartesian
1.005993 1.6613924937359998 7.102397863175999 In2+
3.0179789999999995 2.781118506264 4.330254136823999 In2+
3.0179789999999995 3.8826479937359997 10.046580136824 In2+
1.005993 0.559863006264 1.3860718631759998 In2+
1.005993 0.08825936603699999 3.9994846491599993 S2-
3.0179789999999995 4.354251633963 7.43316735084 S2-
3.0179789999999995 2.3095148660369995 1.7168413508399998 S2-
1.005993 2.1329961339629997 9.71581064916 S2-
",0.0082763661261719,SnS,"S2- Sn2+
1.0
4.023972 0.0 0.0
0.0 4.442511 0.0
0.0 0.0 11.432652
S Sn
4 4
Cartesian
1.005993 0.08825936603699999 3.9994846491599993 S2-
3.0179789999999995 4.354251633963 7.43316735084 S2-
3.0179789999999995 2.3095148660369995 1.7168413508399998 S2-
1.005993 2.1329961339629997 9.71581064916 S2-
1.005993 1.6613924937359998 7.102397863175999 Sn2+
3.0179789999999995 2.781118506264 4.330254136823999 Sn2+
3.0179789999999995 3.8826479937359997 10.046580136824 Sn2+
1.005993 0.559863006264 1.3860718631759998 Sn2+
",Yes,3,3,Correct
In1+,Cl1-,InCl,"Cl1- In1+
1.0
2.305499 -6.309095 0.0
2.305499 6.309095 0.0
0.0 0.0 4.692583
Cl In
2 2
Cartesian
2.305499 4.434725966449999 3.51943725 Cl1-
2.305499 -4.43472596645 1.17314575 Cl1-
2.305499 1.38229747812 3.51943725 In1+
2.305499 -1.38229747812 1.17314575 In1+
",0.007500705839913901,InBr,"Br1- In1+
1.0
2.305499 -6.309095 0.0
2.305499 6.309095 0.0
0.0 0.0 4.692583
Br In
2 2
Cartesian
2.305499 4.434725966449999 3.51943725 Br1-
2.305499 -4.43472596645 1.17314575 Br1-
2.305499 1.38229747812 3.51943725 In1+
2.305499 -1.38229747812 1.17314575 In1+
",Yes,2,1,Incorrect
In3+,As3-,InAs,"As3- In3+
1.0
0.0 2.875091 2.875091
2.875091 0.0 2.875091
2.875091 2.875091 0.0
As In
1 1
Cartesian
4.3126365 4.3126365 4.3126365 As3-
0.0 0.0 0.0 In3+
",0.008060497128918187,GaAs,"As3- Ga3+
1.0
0.0 2.875091 2.875091
2.875091 0.0 2.875091
2.875091 2.875091 0.0
As Ga
1 1
Cartesian
4.3126365 4.3126365 4.3126365 As3-
0.0 0.0 0.0 Ga3+
",Yes,4,4,Correct
In2+,Se2-,InSe,"In2+ Se2-
1.0
0.0 3.03269 3.03269
3.03269 0.0 3.03269
3.03269 3.03269 0.0
In Se
1 1
Cartesian
0.0 0.0 0.0 In2+
3.03269 3.03269 3.03269 Se2-
",0.0082763661261719,SnSe,"Se2- Sn2+
1.0
0.0 3.03269 3.03269
3.03269 0.0 3.03269
3.03269 3.03269 0.0
Se Sn
1 1
Cartesian
3.03269 3.03269 3.03269 Se2-
0.0 0.0 0.0 Sn2+
",Yes,3,6,Incorrect
In1+,Br1-,InBr,"Br1- In1+
1.0
2.4294 -6.499543 0.0
2.4294 6.499543 0.0
0.0 0.0 4.952369
Br In
2 2
Cartesian
2.4294 4.643390510974 3.71427675 Br1-
2.4294 -4.643390510974 1.23809225 Br1-
2.4294 1.3595744047399998 3.71427675 In1+
2.4294 -1.3595744047399996 1.23809225 In1+
",0.008673554354149033,InI,"I1- In1+
1.0
2.4294 -6.499543 0.0
2.4294 6.499543 0.0
0.0 0.0 4.952369
I In
2 2
Cartesian
2.4294 4.643390510974 3.71427675 I1-
2.4294 -4.643390510974 1.23809225 I1-
2.4294 1.3595744047399998 3.71427675 In1+
2.4294 -1.3595744047399996 1.23809225 In1+
",Yes,5,1,Incorrect
In3+,Sb3-,InSb,"In3+ Sb3-
1.0
0.0 3.109531 3.109531
3.109531 0.0 3.109531
3.109531 3.109531 0.0
In Sb
1 1
Cartesian
0.0 0.0 0.0 In3+
1.5547655 1.5547655 1.5547655 Sb3-
",0.008060497128918187,GaSb,"Ga3+ Sb3-
1.0
0.0 3.109531 3.109531
3.109531 0.0 3.109531
3.109531 3.109531 0.0
Ga Sb
1 1
Cartesian
0.0 0.0 0.0 Ga3+
1.5547655 1.5547655 1.5547655 Sb3-
",Yes,4,4,Correct
In1+,I1-,InI,"I1- In1+
1.0
2.305499 -6.309095 0.0
2.305499 6.309095 0.0
0.0 0.0 4.692583
I In
2 2
Cartesian
2.305499 4.434725966449999 3.51943725 I1-
2.305499 -4.43472596645 1.17314575 I1-
2.305499 1.38229747812 3.51943725 In1+
2.305499 -1.38229747812 1.17314575 In1+
",0.008293235968475152,InBr,"Br1- In1+
1.0
2.305499 -6.309095 0.0
2.305499 6.309095 0.0
0.0 0.0 4.692583
Br In
2 2
Cartesian
2.305499 4.434725966449999 3.51943725 Br1-
2.305499 -4.43472596645 1.17314575 Br1-
2.305499 1.38229747812 3.51943725 In1+
2.305499 -1.38229747812 1.17314575 In1+
",Yes,5,5,Correct
Sn4+,C4-,SnC,"C4- Sn4+
1.0
0.0 2.302077 2.302077
2.302077 0.0 2.302077
2.302077 2.302077 0.0
C Sn
1 1
Cartesian
1.1510385 1.1510385 1.1510385 C4-
0.0 0.0 0.0 Sn4+
",0.006789651320502227,GeC,"C4- Ge4+
1.0
0.0 2.302077 2.302077
2.302077 0.0 2.302077
2.302077 2.302077 0.0
C Ge
1 1
Cartesian
1.1510385 1.1510385 1.1510385 C4-
0.0 0.0 0.0 Ge4+
",Yes,4,4,Correct
Sn2+,O2-,SnO,"O2- Sn2+
1.0
4.023972 0.0 0.0
0.0 4.442511 0.0
0.0 0.0 11.432652
O Sn
4 4
Cartesian
1.005993 0.08825936603699999 3.9994846491599993 O2-
3.0179789999999995 4.354251633963 7.43316735084 O2-
3.0179789999999995 2.3095148660369995 1.7168413508399998 O2-
1.005993 2.1329961339629997 9.71581064916 O2-
1.005993 1.6613924937359998 7.102397863175999 Sn2+
3.0179789999999995 2.781118506264 4.330254136823999 Sn2+
3.0179789999999995 3.8826479937359997 10.046580136824 Sn2+
1.005993 0.559863006264 1.3860718631759998 Sn2+
",0.008103711303712163,SnS,"S2- Sn2+
1.0
4.023972 0.0 0.0
0.0 4.442511 0.0
0.0 0.0 11.432652
S Sn
4 4
Cartesian
1.005993 0.08825936603699999 3.9994846491599993 S2-
3.0179789999999995 4.354251633963 7.43316735084 S2-
3.0179789999999995 2.3095148660369995 1.7168413508399998 S2-
1.005993 2.1329961339629997 9.71581064916 S2-
1.005993 1.6613924937359998 7.102397863175999 Sn2+
3.0179789999999995 2.781118506264 4.330254136823999 Sn2+
3.0179789999999995 3.8826479937359997 10.046580136824 Sn2+
1.005993 0.559863006264 1.3860718631759998 Sn2+
",Yes,4,3,Incorrect
